idade,estado_civil,escolaridade,inadimplencia,saldo,fez_emprestimo,tempo_ult_contato,numero_contatos,aderencia_investimento
34,solteiro (a),superior,nao,5462,nao,430,1,sim
26,solteiro (a),medio,nao,1347,nao,280,6,sim
50,casado (a),fundamental,nao,341,sim,670,4,sim
38,casado (a),superior,nao,170,nao,442,1,sim
30,casado (a),medio,nao,11,nao,157,1,nao
38,solteiro (a),superior,nao,0,nao,260,3,sim
30,solteiro (a),superior,nao,261,nao,233,1,nao
34,divorciado (a),medio,nao,-251,nao,641,1,sim
39,casado (a),medio,nao,0,nao,502,1,nao
36,casado (a),medio,nao,2357,nao,228,2,nao
69,solteiro (a),superior,nao,2144,nao,417,1,sim
34,solteiro (a),medio,nao,79,sim,104,1,nao
53,casado (a),superior,nao,451,nao,125,1,nao
27,solteiro (a),medio,nao,468,nao,109,1,nao
42,solteiro (a),medio,nao,382,nao,294,1,nao
47,casado (a),medio,nao,1996,nao,761,2,sim
51,casado (a),fundamental,nao,377,nao,143,4,nao
35,casado (a),medio,nao,2971,nao,429,4,sim
39,casado (a),fundamental,nao,2303,nao,775,3,sim
57,casado (a),fundamental,nao,5799,nao,97,1,nao
59,casado (a),fundamental,nao,2814,nao,81,3,nao
34,casado (a),superior,nao,69,sim,120,3,sim
38,solteiro (a),superior,nao,104,nao,606,3,sim
29,divorciado (a),medio,nao,84,nao,1101,2,sim
54,casado (a),medio,nao,-315,sim,2029,1,sim
39,casado (a),superior,nao,722,nao,141,1,nao
38,divorciado (a),medio,nao,595,nao,245,3,nao
55,casado (a),fundamental,nao,2587,nao,328,2,sim
45,divorciado (a),medio,nao,1269,nao,549,2,nao
41,casado (a),superior,nao,4824,sim,168,7,nao
45,casado (a),superior,nao,1529,nao,160,1,nao
52,casado (a),fundamental,nao,592,nao,122,2,nao
48,casado (a),fundamental,nao,7195,nao,609,2,sim
34,solteiro (a),superior,nao,2646,nao,142,1,sim
38,solteiro (a),medio,nao,4366,nao,188,2,nao
25,casado (a),superior,nao,-242,sim,600,4,sim
40,casado (a),medio,nao,2,nao,197,5,nao
52,casado (a),superior,nao,2557,nao,134,5,sim
29,divorciado (a),medio,nao,330,nao,88,2,nao
35,divorciado (a),medio,nao,308,nao,77,2,nao
40,solteiro (a),superior,nao,1361,nao,1473,1,sim
36,solteiro (a),superior,nao,197,nao,260,1,sim
43,divorciado (a),medio,nao,738,nao,585,4,nao
34,casado (a),medio,nao,0,nao,172,1,nao
41,solteiro (a),fundamental,nao,0,nao,239,1,nao
76,divorciado (a),fundamental,nao,86,nao,192,1,nao
30,solteiro (a),superior,nao,329,nao,122,16,nao
32,casado (a),medio,nao,0,nao,80,2,nao
24,casado (a),medio,nao,556,nao,460,2,sim
39,casado (a),medio,nao,5731,nao,175,2,nao
33,solteiro (a),medio,nao,697,nao,860,2,sim
38,solteiro (a),medio,nao,-196,nao,60,1,nao
59,casado (a),superior,nao,593,nao,64,2,nao
34,casado (a),superior,nao,1539,nao,441,1,sim
47,divorciado (a),superior,nao,477,nao,973,1,nao
44,casado (a),medio,nao,1071,nao,143,3,nao
52,casado (a),superior,nao,0,nao,197,1,nao
68,casado (a),medio,nao,19317,nao,249,1,sim
51,casado (a),fundamental,nao,42,nao,51,2,nao
27,solteiro (a),medio,nao,54,nao,543,2,sim
47,casado (a),superior,nao,0,nao,508,1,sim
32,solteiro (a),superior,nao,3616,nao,165,2,nao
39,divorciado (a),medio,nao,687,nao,869,1,sim
33,casado (a),superior,nao,595,nao,22,2,nao
56,casado (a),medio,nao,345,nao,605,1,nao
35,casado (a),medio,nao,2,nao,653,3,nao
59,casado (a),medio,nao,163,nao,464,1,nao
58,casado (a),fundamental,nao,65,nao,162,1,nao
36,casado (a),superior,nao,2987,nao,307,1,sim
41,divorciado (a),superior,nao,5037,nao,252,9,sim
34,solteiro (a),superior,nao,925,nao,709,1,sim
28,casado (a),medio,nao,-97,nao,79,1,nao
56,casado (a),medio,nao,238,nao,808,1,nao
35,solteiro (a),superior,nao,145,nao,799,2,sim
42,casado (a),medio,nao,3052,nao,32,1,nao
58,casado (a),fundamental,nao,23,nao,91,6,nao
32,solteiro (a),superior,nao,474,nao,90,3,nao
57,casado (a),medio,nao,2887,nao,819,10,sim
33,casado (a),superior,nao,148,nao,717,1,nao
55,divorciado (a),medio,nao,138,nao,205,1,nao
32,casado (a),fundamental,nao,415,nao,777,4,sim
28,solteiro (a),superior,nao,0,nao,294,2,sim
55,divorciado (a),medio,nao,1580,sim,1007,1,sim
33,solteiro (a),medio,nao,238,sim,45,5,nao
41,casado (a),medio,nao,1066,nao,109,3,sim
48,casado (a),medio,nao,117,nao,635,1,nao
61,casado (a),medio,nao,967,nao,180,1,nao
49,casado (a),superior,nao,443,nao,27,6,nao
35,divorciado (a),fundamental,nao,1792,nao,630,6,sim
36,casado (a),medio,nao,42,nao,102,4,nao
60,casado (a),superior,nao,4256,nao,239,3,sim
51,solteiro (a),superior,sim,-55,nao,281,2,nao
30,casado (a),superior,nao,931,nao,1183,1,nao
28,solteiro (a),medio,nao,-46,nao,199,1,sim
27,casado (a),medio,sim,-584,nao,411,2,nao
33,solteiro (a),medio,nao,894,nao,509,2,nao
35,casado (a),medio,nao,0,nao,524,1,sim
28,solteiro (a),medio,nao,1532,nao,253,1,nao
34,solteiro (a),superior,nao,0,nao,191,2,nao
27,solteiro (a),superior,nao,703,nao,590,3,sim
74,divorciado (a),medio,nao,4079,nao,343,3,sim
39,divorciado (a),superior,sim,3,nao,488,1,sim
45,casado (a),fundamental,nao,-322,nao,225,2,nao
50,casado (a),medio,nao,181,nao,599,2,nao
34,casado (a),superior,nao,0,nao,262,1,sim
56,casado (a),medio,nao,45,nao,1467,1,sim
54,casado (a),medio,nao,1480,nao,108,1,nao
26,solteiro (a),medio,nao,622,nao,1451,2,sim
29,solteiro (a),superior,nao,1026,nao,226,1,sim
33,casado (a),medio,nao,661,nao,968,1,sim
56,casado (a),fundamental,nao,306,sim,212,1,nao
25,solteiro (a),medio,nao,-350,nao,95,3,nao
37,casado (a),superior,nao,4089,nao,289,2,sim
47,casado (a),medio,nao,480,nao,211,2,nao
51,casado (a),fundamental,nao,5050,sim,75,7,nao
28,solteiro (a),superior,nao,0,nao,205,6,nao
42,casado (a),superior,nao,1205,nao,376,2,sim
33,casado (a),medio,nao,0,nao,44,8,nao
39,divorciado (a),medio,nao,83,nao,69,6,nao
61,casado (a),superior,nao,6016,nao,670,3,sim
50,divorciado (a),superior,nao,13,nao,76,1,sim
29,solteiro (a),medio,nao,482,sim,1097,3,sim
36,casado (a),medio,nao,480,nao,213,1,sim
36,solteiro (a),superior,nao,40,nao,359,3,nao
37,divorciado (a),medio,nao,490,nao,73,1,nao
32,solteiro (a),superior,nao,5514,nao,319,1,sim
35,casado (a),fundamental,nao,0,nao,340,3,nao
31,casado (a),medio,nao,92,nao,688,1,sim
26,solteiro (a),superior,nao,1216,nao,472,2,nao
41,casado (a),medio,nao,1602,nao,142,1,nao
40,casado (a),fundamental,nao,33,nao,70,3,nao
36,casado (a),superior,nao,-381,nao,30,29,nao
35,solteiro (a),superior,nao,0,nao,669,6,nao
31,casado (a),medio,nao,0,sim,71,1,nao
53,casado (a),fundamental,nao,732,nao,759,2,sim
45,divorciado (a),medio,nao,59,nao,873,8,sim
30,solteiro (a),superior,nao,3516,nao,447,4,nao
37,casado (a),medio,nao,1978,nao,404,1,sim
47,casado (a),fundamental,nao,881,nao,143,1,nao
47,casado (a),superior,nao,286,nao,557,7,nao
56,casado (a),medio,nao,2190,sim,90,2,nao
53,casado (a),fundamental,nao,980,nao,352,1,sim
40,casado (a),superior,nao,0,nao,147,1,sim
33,divorciado (a),fundamental,nao,636,nao,211,11,nao
31,casado (a),medio,nao,79,sim,235,11,nao
30,solteiro (a),medio,nao,334,nao,389,2,nao
30,solteiro (a),superior,nao,901,sim,601,1,nao
51,casado (a),fundamental,nao,40,nao,79,1,nao
27,solteiro (a),medio,nao,3792,nao,279,2,sim
36,casado (a),medio,nao,1049,nao,224,4,sim
34,solteiro (a),medio,nao,16,nao,990,1,sim
37,casado (a),medio,nao,176,nao,147,2,nao
34,solteiro (a),medio,nao,1076,nao,70,2,nao
54,casado (a),medio,nao,865,nao,71,1,nao
31,casado (a),medio,nao,1766,sim,166,2,sim
41,casado (a),medio,nao,429,nao,244,1,nao
55,casado (a),medio,nao,602,nao,324,3,sim
35,divorciado (a),medio,nao,221,nao,150,1,nao
61,casado (a),medio,nao,2917,nao,215,1,sim
49,casado (a),medio,nao,4667,nao,130,2,nao
37,solteiro (a),fundamental,nao,6969,nao,412,1,nao
49,casado (a),medio,nao,1916,sim,281,3,nao
58,solteiro (a),medio,nao,2223,nao,1139,2,nao
31,casado (a),medio,nao,5,sim,101,7,nao
45,solteiro (a),medio,nao,0,nao,1472,1,sim
42,divorciado (a),medio,nao,47,sim,141,1,nao
45,divorciado (a),medio,nao,0,nao,264,1,sim
49,casado (a),medio,nao,1623,nao,1081,2,sim
55,casado (a),medio,sim,-308,nao,781,1,sim
33,casado (a),medio,nao,1844,nao,241,3,nao
51,solteiro (a),superior,sim,-55,nao,119,6,nao
41,casado (a),fundamental,nao,-306,nao,500,1,sim
36,casado (a),medio,nao,300,nao,287,1,nao
47,casado (a),medio,nao,1233,nao,91,1,sim
57,casado (a),medio,nao,0,nao,197,2,nao
42,casado (a),medio,nao,994,nao,149,1,sim
34,solteiro (a),superior,nao,318,nao,133,2,nao
37,casado (a),superior,nao,0,nao,268,2,sim
42,casado (a),superior,nao,1932,nao,192,32,nao
30,solteiro (a),medio,nao,180,nao,203,1,nao
43,casado (a),superior,nao,1574,nao,167,3,nao
42,casado (a),fundamental,nao,-97,nao,216,4,nao
34,casado (a),superior,nao,8,nao,169,4,nao
46,casado (a),fundamental,nao,-35,nao,304,3,nao
32,solteiro (a),superior,nao,1625,nao,796,1,sim
33,casado (a),superior,nao,1465,nao,98,4,nao
27,casado (a),medio,nao,872,nao,1130,3,nao
25,solteiro (a),superior,nao,2506,nao,485,1,sim
38,casado (a),superior,nao,1199,nao,178,1,sim
46,solteiro (a),medio,nao,1790,nao,214,5,nao
39,casado (a),superior,nao,763,nao,877,7,sim
31,casado (a),medio,nao,660,nao,115,1,nao
79,casado (a),fundamental,nao,429,nao,1006,2,sim
66,solteiro (a),medio,nao,10177,nao,272,4,nao
26,solteiro (a),superior,nao,170,nao,129,1,sim
57,casado (a),medio,nao,0,nao,97,1,nao
38,casado (a),fundamental,nao,1147,sim,249,5,nao
33,casado (a),superior,nao,1064,nao,562,1,sim
45,casado (a),medio,nao,784,sim,34,1,nao
47,casado (a),superior,nao,2306,nao,239,4,sim
28,solteiro (a),medio,nao,16,nao,119,4,nao
33,casado (a),fundamental,nao,212,nao,260,2,nao
35,casado (a),medio,nao,5304,nao,340,1,nao
32,solteiro (a),superior,nao,2343,nao,226,1,nao
24,casado (a),medio,nao,4500,nao,733,2,sim
58,casado (a),superior,nao,1831,nao,1531,1,nao
53,divorciado (a),medio,nao,0,nao,80,2,sim
40,casado (a),medio,nao,-839,sim,1018,2,sim
34,casado (a),superior,nao,297,nao,63,4,nao
30,solteiro (a),medio,nao,315,nao,1407,1,sim
26,solteiro (a),medio,nao,203,nao,104,1,nao
38,casado (a),superior,nao,3234,nao,578,2,sim
37,casado (a),medio,nao,64,nao,239,4,nao
32,casado (a),medio,nao,889,nao,185,1,sim
37,divorciado (a),superior,nao,66,nao,1164,2,sim
40,divorciado (a),medio,nao,6,nao,140,1,nao
26,solteiro (a),medio,nao,1064,nao,113,1,nao
36,casado (a),superior,nao,925,nao,321,3,sim
38,casado (a),medio,nao,-762,sim,408,2,nao
56,casado (a),medio,nao,205,sim,442,2,nao
52,solteiro (a),superior,nao,83,nao,1223,6,sim
35,solteiro (a),superior,nao,5958,nao,215,1,sim
30,solteiro (a),superior,nao,-477,sim,1532,2,sim
42,casado (a),superior,nao,2187,nao,525,3,sim
29,solteiro (a),superior,nao,19,nao,110,2,sim
